"sku","slug","style_name","product_name_zh","category","color_or_option","spec_type","dimensions","package_dimensions","weight_kg","spec_confidence","spec_note","price_eur","stock","material","packaging_method","rebound_time","main_image","gallery_images","detail_image","import_status"
"BS-PEANUTSOFABED-03","peanut-sofa-bed-03","花生沙发床","花生沙发床 灰咖色","single","灰咖色","沙发床","沙发态约200 x 84 x 70 cm; 展开约200 x 100 x 35 cm","待确认","20","medium","详情图包装箱尺寸未清楚标注","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-03/main-01.png","/assets/catalog/peanut-sofa-bed/peanut-sofa-bed-03/main-01.png | /assets/catalog/peanut-sofa-bed/peanut-sofa-bed-03/main-02.png","/assets/catalog/peanut-sofa-bed/detail.jpg","matched_spec_needs_review"
"BS-WAFFLESOFA-01","waffle-sofa-01","华夫格沙发","华夫格沙发 单人位 / 大红色","single","单人位 / 大红色","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-01/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-01/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-02","waffle-sofa-02","华夫格沙发","华夫格沙发 单人位 / 多色组合","combo","单人位 / 多色组合","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-02/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-02/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-03","waffle-sofa-03","华夫格沙发","华夫格沙发 单人位 / 粉色","single","单人位 / 粉色","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-03/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-03/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-04","waffle-sofa-04","华夫格沙发","华夫格沙发 单人位 / 橄榄绿色","single","单人位 / 橄榄绿色","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-04/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-04/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-05","waffle-sofa-05","华夫格沙发","华夫格沙发 单人位 / 花色","single","单人位 / 花色","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-05/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-05/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-06","waffle-sofa-06","华夫格沙发","华夫格沙发 单人位 / 姜黄色","single","单人位 / 姜黄色","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-06/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-06/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-07","waffle-sofa-07","华夫格沙发","华夫格沙发 单人位 / 米白色","single","单人位 / 米白色","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-07/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-07/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-08","waffle-sofa-08","华夫格沙发","华夫格沙发 单人位 / 深灰色","single","单人位 / 深灰色","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-08/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-08/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-09","waffle-sofa-09","华夫格沙发","华夫格沙发 单人位","single","单人位","单人","80 x 95 x 74 cm","90 x 30 x 28 cm","16.5","high","详情图：Single Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-09/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-09/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-10","waffle-sofa-10","华夫格沙发","华夫格沙发 双人位 / 大红色","double","双人位 / 大红色","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-10/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-10/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-11","waffle-sofa-11","华夫格沙发","华夫格沙发 双人位 / 粉色","double","双人位 / 粉色","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-11/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-11/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-12","waffle-sofa-12","华夫格沙发","华夫格沙发 双人位 / 橄榄绿色","double","双人位 / 橄榄绿色","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-12/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-12/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-13","waffle-sofa-13","华夫格沙发","华夫格沙发 双人位 / 姜黄色","double","双人位 / 姜黄色","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-13/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-13/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-14","waffle-sofa-14","华夫格沙发","华夫格沙发 双人位 / 米白色","double","双人位 / 米白色","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-14/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-14/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-15","waffle-sofa-15","华夫格沙发","华夫格沙发 双人位 / 深灰色","double","双人位 / 深灰色","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-15/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-15/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-16","waffle-sofa-16","华夫格沙发","华夫格沙发 双人位 / 深咖啡色","double","双人位 / 深咖啡色","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-16/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-16/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-WAFFLESOFA-17","waffle-sofa-17","华夫格沙发","华夫格沙发 双人位","double","双人位","双人","160 x 95 x 74 cm","120 x 40 x 36 cm","30","high","详情图：Double Sofa","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/waffle-sofa/waffle-sofa-17/main-01.png","/assets/catalog/waffle-sofa/waffle-sofa-17/main-01.png","/assets/catalog/waffle-sofa/detail.png","matched_spec"
"BS-DUMPLINGCHAIR-01","dumpling-chair-01","饺子椅","饺子椅 橙色","single","橙色","单人","约92-96 x 92 x 73 cm; 座深46 cm; 前高32 cm","30 x 30 x 100 cm","16","high","详情图 Dimensions & Packaging","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/dumpling-chair/dumpling-chair-01/main-01.png","/assets/catalog/dumpling-chair/dumpling-chair-01/main-01.png","/assets/catalog/dumpling-chair/detail.jpg","matched_spec"
"BS-DUMPLINGCHAIR-02","dumpling-chair-02","饺子椅","饺子椅 橄榄绿色","single","橄榄绿色","单人","约92-96 x 92 x 73 cm; 座深46 cm; 前高32 cm","30 x 30 x 100 cm","16","high","详情图 Dimensions & Packaging","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/dumpling-chair/dumpling-chair-02/main-01.png","/assets/catalog/dumpling-chair/dumpling-chair-02/main-01.png","/assets/catalog/dumpling-chair/detail.jpg","matched_spec"
"BS-DUMPLINGCHAIR-03","dumpling-chair-03","饺子椅","饺子椅 姜黄色","single","姜黄色","单人","约92-96 x 92 x 73 cm; 座深46 cm; 前高32 cm","30 x 30 x 100 cm","16","high","详情图 Dimensions & Packaging","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/dumpling-chair/dumpling-chair-03/main-01.png","/assets/catalog/dumpling-chair/dumpling-chair-03/main-01.png","/assets/catalog/dumpling-chair/detail.jpg","matched_spec"
"BS-CHIFFONSOFA-01","chiffon-sofa-01","可戚风","可戚风 多色组合","combo","多色组合","单人","100 x 100 x 73 cm","90 x 28 x 28 cm","待确认","high","详情图长图人物场景替换版","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/chiffon-sofa/chiffon-sofa-01/main-01.png","/assets/catalog/chiffon-sofa/chiffon-sofa-01/main-01.png","/assets/catalog/chiffon-sofa/detail.jpg","matched_spec"
"BS-CHIFFONSOFA-02","chiffon-sofa-02","可戚风","可戚风 粉色","single","粉色","单人","100 x 100 x 73 cm","90 x 28 x 28 cm","待确认","high","详情图长图人物场景替换版","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/chiffon-sofa/chiffon-sofa-02/main-01.png","/assets/catalog/chiffon-sofa/chiffon-sofa-02/main-01.png","/assets/catalog/chiffon-sofa/detail.jpg","matched_spec"
"BS-CHIFFONSOFA-03","chiffon-sofa-03","可戚风","可戚风 橄榄绿色","single","橄榄绿色","单人","100 x 100 x 73 cm","90 x 28 x 28 cm","待确认","high","详情图长图人物场景替换版","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/chiffon-sofa/chiffon-sofa-03/main-01.png","/assets/catalog/chiffon-sofa/chiffon-sofa-03/main-01.png","/assets/catalog/chiffon-sofa/detail.jpg","matched_spec"
"BS-CHIFFONSOFA-04","chiffon-sofa-04","可戚风","可戚风 灰色","single","灰色","单人","100 x 100 x 73 cm","90 x 28 x 28 cm","待确认","high","详情图长图人物场景替换版","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/chiffon-sofa/chiffon-sofa-04/main-01.png","/assets/catalog/chiffon-sofa/chiffon-sofa-04/main-01.png","/assets/catalog/chiffon-sofa/detail.jpg","matched_spec"
"BS-CHIFFONSOFA-05","chiffon-sofa-05","可戚风","可戚风 姜黄色","single","姜黄色","单人","100 x 100 x 73 cm","90 x 28 x 28 cm","待确认","high","详情图长图人物场景替换版","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/chiffon-sofa/chiffon-sofa-05/main-01.png","/assets/catalog/chiffon-sofa/chiffon-sofa-05/main-01.png","/assets/catalog/chiffon-sofa/detail.jpg","matched_spec"
"BS-CHIFFONSOFA-06","chiffon-sofa-06","可戚风","可戚风 米白色","single","米白色","单人","100 x 100 x 73 cm","90 x 28 x 28 cm","待确认","high","详情图长图人物场景替换版","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/chiffon-sofa/chiffon-sofa-06/main-01.png","/assets/catalog/chiffon-sofa/chiffon-sofa-06/main-01.png","/assets/catalog/chiffon-sofa/detail.jpg","matched_spec"
