"sku","slug","style_name","product_name_zh","category","color_or_option","spec_type","dimensions","package_dimensions","weight_kg","spec_confidence","spec_note","price_eur","stock","material","packaging_method","rebound_time","main_image","gallery_images","detail_image","import_status"
"BS-REMYSOFA-04","remy-sofa-04","莱米沙发","莱米沙发 三人位 / 橄榄绿 / 背景版","triple","三人位 / 橄榄绿 / 背景版","三人位组合推断","约290 x 100 x 64 cm（双扶手双人位200 x 100 x 64 + 无扶手单人位90 x 100 x 64）","107 x 39 x 36 cm + 116 x 30 x 29 cm","待确认","quote_matched_needs_review","报价表F2512#莱米沙发未直接列三人位，按双扶手双人位+无扶手单人位推断；重量和价格需确认","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-04/main-01.png","/assets/catalog/remy-sofa/remy-sofa-04/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-05","remy-sofa-05","莱米沙发","莱米沙发 三人位 / 姜黄色 / 背景版","triple","三人位 / 姜黄色 / 背景版","三人位组合推断","约290 x 100 x 64 cm（双扶手双人位200 x 100 x 64 + 无扶手单人位90 x 100 x 64）","107 x 39 x 36 cm + 116 x 30 x 29 cm","待确认","quote_matched_needs_review","报价表F2512#莱米沙发未直接列三人位，按双扶手双人位+无扶手单人位推断；重量和价格需确认","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-05/main-01.png","/assets/catalog/remy-sofa/remy-sofa-05/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-06","remy-sofa-06","莱米沙发","莱米沙发 三人位 / 深灰色 / 背景版","triple","三人位 / 深灰色 / 背景版","三人位组合推断","约290 x 100 x 64 cm（双扶手双人位200 x 100 x 64 + 无扶手单人位90 x 100 x 64）","107 x 39 x 36 cm + 116 x 30 x 29 cm","待确认","quote_matched_needs_review","报价表F2512#莱米沙发未直接列三人位，按双扶手双人位+无扶手单人位推断；重量和价格需确认","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-06/main-01.png","/assets/catalog/remy-sofa/remy-sofa-06/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-07","remy-sofa-07","莱米沙发","莱米沙发 双人位 / 橄榄绿 / 背景版","double","双人位 / 橄榄绿 / 背景版","双扶手双人位","200 x 100 x 64 cm","107 x 39 x 36 cm","12","quote_matched","报价表F2512#莱米沙发：双扶手双人位200*100*64，包装107*39*36；售价按580 RMB/7.85*3","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-07/main-01.png","/assets/catalog/remy-sofa/remy-sofa-07/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-08","remy-sofa-08","莱米沙发","莱米沙发 双人位 / 姜黄色 / 背景版","double","双人位 / 姜黄色 / 背景版","双扶手双人位","200 x 100 x 64 cm","107 x 39 x 36 cm","12","quote_matched","报价表F2512#莱米沙发：双扶手双人位200*100*64，包装107*39*36；售价按580 RMB/7.85*3","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-08/main-01.png","/assets/catalog/remy-sofa/remy-sofa-08/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-09","remy-sofa-09","莱米沙发","莱米沙发 双人位 / 深灰色 / 背景版","double","双人位 / 深灰色 / 背景版","双扶手双人位","200 x 100 x 64 cm","107 x 39 x 36 cm","12","quote_matched","报价表F2512#莱米沙发：双扶手双人位200*100*64，包装107*39*36；售价按580 RMB/7.85*3","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-09/main-01.png","/assets/catalog/remy-sofa/remy-sofa-09/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-10","remy-sofa-10","莱米沙发","莱米沙发 组合位 / 橄榄绿 / 背景版","combo","组合位 / 橄榄绿 / 背景版","组合位推断","组合位：双扶手双人位200 x 100 x 64 cm + 脚踏95 x 90 x 37 cm","107 x 39 x 36 cm + 93 x 30 x 28 cm","待确认","quote_matched_needs_review","报价表F2512#莱米沙发未直接列组合位，按双人位+脚踏推断；重量和价格需确认","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-10/main-01.png","/assets/catalog/remy-sofa/remy-sofa-10/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-11","remy-sofa-11","莱米沙发","莱米沙发 组合位 / 姜黄色 / 背景版","combo","组合位 / 姜黄色 / 背景版","组合位推断","组合位：双扶手双人位200 x 100 x 64 cm + 脚踏95 x 90 x 37 cm","107 x 39 x 36 cm + 93 x 30 x 28 cm","待确认","quote_matched_needs_review","报价表F2512#莱米沙发未直接列组合位，按双人位+脚踏推断；重量和价格需确认","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-11/main-01.png","/assets/catalog/remy-sofa/remy-sofa-11/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-REMYSOFA-12","remy-sofa-12","莱米沙发","莱米沙发 组合位 / 深灰色 / 背景版","combo","组合位 / 深灰色 / 背景版","组合位推断","组合位：双扶手双人位200 x 100 x 64 cm + 脚踏95 x 90 x 37 cm","107 x 39 x 36 cm + 93 x 30 x 28 cm","待确认","quote_matched_needs_review","报价表F2512#莱米沙发未直接列组合位，按双人位+脚踏推断；重量和价格需确认","221.66","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/remy-sofa/remy-sofa-12/main-01.png","/assets/catalog/remy-sofa/remy-sofa-12/main-01.png","/assets/catalog/remy-sofa/detail.png","matched_quote_needs_price_review"
"BS-MAMAHUGSOFA-01","mama-hug-sofa-01","妈妈的怀抱沙发","妈妈的怀抱沙发 多彩涂鸦","single","多彩涂鸦","大号单人","102 x 117 x 91 cm","55 x 40 x 95 cm","32","quote_matched","报价表F2301#妈妈的怀抱：大号102*117*91，包装55*40*95，毛重32kg；售价按1200 RMB/7.85*3","458.6","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-01/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-01/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","matched_quote_needs_price_review"
"BS-MAMAHUGSOFA-02","mama-hug-sofa-02","妈妈的怀抱沙发","妈妈的怀抱沙发 粉色","single","粉色","大号单人","102 x 117 x 91 cm","55 x 40 x 95 cm","32","quote_matched","报价表F2301#妈妈的怀抱：大号102*117*91，包装55*40*95，毛重32kg；售价按1200 RMB/7.85*3","458.6","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-02/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-02/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","matched_quote_needs_price_review"
"BS-MAMAHUGSOFA-03","mama-hug-sofa-03","妈妈的怀抱沙发","妈妈的怀抱沙发 红色","single","红色","大号单人","102 x 117 x 91 cm","55 x 40 x 95 cm","32","quote_matched","报价表F2301#妈妈的怀抱：大号102*117*91，包装55*40*95，毛重32kg；售价按1200 RMB/7.85*3","458.6","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-03/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-03/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","matched_quote_needs_price_review"
"BS-MAMAHUGSOFA-04","mama-hug-sofa-04","妈妈的怀抱沙发","妈妈的怀抱沙发 灰咖色","single","灰咖色","大号单人","102 x 117 x 91 cm","55 x 40 x 95 cm","32","quote_matched","报价表F2301#妈妈的怀抱：大号102*117*91，包装55*40*95，毛重32kg；售价按1200 RMB/7.85*3","458.6","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-04/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-04/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","matched_quote_needs_price_review"
"BS-MAMAHUGSOFA-05","mama-hug-sofa-05","妈妈的怀抱沙发","妈妈的怀抱沙发 绿色花卉","single","绿色花卉","大号单人","102 x 117 x 91 cm","55 x 40 x 95 cm","32","quote_matched","报价表F2301#妈妈的怀抱：大号102*117*91，包装55*40*95，毛重32kg；售价按1200 RMB/7.85*3","458.6","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-05/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-05/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","matched_quote_needs_price_review"
"BS-MAMAHUGSOFA-06","mama-hug-sofa-06","妈妈的怀抱沙发","妈妈的怀抱沙发 棕色条纹","single","棕色条纹","大号单人","102 x 117 x 91 cm","55 x 40 x 95 cm","32","quote_matched","报价表F2301#妈妈的怀抱：大号102*117*91，包装55*40*95，毛重32kg；售价按1200 RMB/7.85*3","458.6","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/mama-hug-sofa/mama-hug-sofa-06/main-01.png","/assets/catalog/mama-hug-sofa/mama-hug-sofa-06/main-01.png","/assets/catalog/mama-hug-sofa/detail.png","matched_quote_needs_price_review"
"BS-BUBBLESOFA-04","bubble-sofa-04","泡泡沙发","泡泡沙发 绿色3人位","triple","绿色3人位","三人位","245 x 120 x 76 cm","130 x 50 x 50 cm","31.5","quote_matched","报价表F2502#泡泡沙发：三人位245*120*76，对应包装130*50*50，毛重按报价行31.5kg；售价按1480 RMB/7.85*3","565.61","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/bubble-sofa/bubble-sofa-04/main-01.jpg","/assets/catalog/bubble-sofa/bubble-sofa-04/main-01.jpg","/assets/catalog/bubble-sofa/detail.jpg","matched_quote_needs_price_review"
"BS-PIEMONTESOFA-01","piemonte-sofa-01","皮埃蒙特","皮埃蒙特 黑白条纹","single","黑白条纹","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-01/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-01/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-PIEMONTESOFA-02","piemonte-sofa-02","皮埃蒙特","皮埃蒙特 姜黄色","single","姜黄色","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-02/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-02/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-PIEMONTESOFA-03","piemonte-sofa-03","皮埃蒙特","皮埃蒙特 米白色","single","米白色","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-03/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-03/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-PIEMONTESOFA-04","piemonte-sofa-04","皮埃蒙特","皮埃蒙特 棕色","single","棕色","单人","约85/110 x 85/105 x 63 cm","大包约95 x 55 x 30 cm; 小包约85 x 45 x 20 cm","待确认","medium","详情图字较小，需二次确认","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/piemonte-sofa/piemonte-sofa-04/main-01.png","/assets/catalog/piemonte-sofa/piemonte-sofa-04/main-01.png","/assets/catalog/piemonte-sofa/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-01","teddy-bear-sofa-a-01","泰迪熊沙发-A","泰迪熊沙发-A","single","标准款","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-01.jpg","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-01.jpg | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-02.jpg | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-03.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-04.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-01/main-05.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-02","teddy-bear-sofa-a-02","泰迪熊沙发-A","泰迪熊沙发-A 粉色 / 粉色","single","粉色 / 粉色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-02/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-02/main-01.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-02/main-02.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-03","teddy-bear-sofa-a-03","泰迪熊沙发-A","泰迪熊沙发-A 橙色","single","橙色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-03/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-03/main-01.png | /assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-03/main-02.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-04","teddy-bear-sofa-a-04","泰迪熊沙发-A","泰迪熊沙发-A 绿色","single","绿色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-04/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-04/main-01.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-05","teddy-bear-sofa-a-05","泰迪熊沙发-A","泰迪熊沙发-A 米白色","single","米白色","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-05/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-05/main-01.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-TEDDYBEARSOFAA-06","teddy-bear-sofa-a-06","泰迪熊沙发-A","泰迪熊沙发-A 泰迪熊沙发-C / 米黄色 / 加金属边框","single","泰迪熊沙发-C / 米黄色 / 加金属边框","沙发床","沙发态180 x 100 x 70 cm; 展开约180 x 200 cm","待确认","待确认","medium","详情图显示 Small 150 / Medium 180 / Large 200，但未清楚标包装尺寸","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-06/main-01.png","/assets/catalog/teddy-bear-sofa-a/teddy-bear-sofa-a-06/main-01.png","/assets/catalog/teddy-bear-sofa-a/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-01","cashew-sofa-01","腰果沙发","腰果沙发","single","标准款","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-01/main-01.jpg","/assets/catalog/cashew-sofa/cashew-sofa-01/main-01.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-02.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-03.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-04.jpg | /assets/catalog/cashew-sofa/cashew-sofa-01/main-05.jpg","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-02","cashew-sofa-02","腰果沙发","腰果沙发 姜黄色","single","姜黄色","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-02/main-01.png","/assets/catalog/cashew-sofa/cashew-sofa-02/main-01.png","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-03","cashew-sofa-03","腰果沙发","腰果沙发 米白色","single","米白色","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-03/main-01.png","/assets/catalog/cashew-sofa/cashew-sofa-03/main-01.png","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-CASHEWSOFA-04","cashew-sofa-04","腰果沙发","腰果沙发 深蓝色","single","深蓝色","单人/组合","单人80/100 x 80/100 x 约65 cm; 组合总宽240/280/340 cm，深103 cm，高55 cm","待确认","待确认","medium","详情页文字可读，包装重量未显示","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/cashew-sofa/cashew-sofa-04/main-01.png","/assets/catalog/cashew-sofa/cashew-sofa-04/main-01.png","/assets/catalog/cashew-sofa/detail.jpg","matched_spec_needs_review"
"BS-YOGACHAIR-01","yoga-chair-01","瑜伽椅","瑜伽椅 黄色","single","黄色","躺椅","主体约80 x 160 x 70 cm","约100 x 100 x 20 cm","待确认","medium","详情图脚垫尺寸和重量不清","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/yoga-chair/yoga-chair-01/main-01.png","/assets/catalog/yoga-chair/yoga-chair-01/main-01.png | /assets/catalog/yoga-chair/yoga-chair-01/main-02.png | /assets/catalog/yoga-chair/yoga-chair-01/main-03.png","/assets/catalog/yoga-chair/detail.png","matched_spec_needs_review"
"BS-YOGACHAIR-02","yoga-chair-02","瑜伽椅","瑜伽椅","single","标准款","躺椅","主体约80 x 160 x 70 cm","约100 x 100 x 20 cm","待确认","medium","详情图脚垫尺寸和重量不清","","","","真空压缩包装，待厂家确认","24-72 小时，待厂家确认","/assets/catalog/yoga-chair/yoga-chair-02/main-01.png","/assets/catalog/yoga-chair/yoga-chair-02/main-01.png | /assets/catalog/yoga-chair/yoga-chair-02/main-02.png | /assets/catalog/yoga-chair/yoga-chair-02/main-03.png","/assets/catalog/yoga-chair/detail.png","matched_spec_needs_review"
